file_name,year,char_id,char_name,mention_count,is_detective,is_main_character,is_main_detective,degree,pagerank,betweenness,closeness
2000_Daeninckx-Didier_Ethique-en-toc,2000,0,gabriel,1010.0,True,True,True,280,0.24230809349552387,0.0,1.0
2000_Grange-Jean-Christophe_Le-concile-de-pierre,2000,0,diane,6971.0,True,True,True,931,0.4046735770011924,0.0,1.0
2001_Musso-Guillaume_Skidamarink,2001,0,barbara,1849.0,True,True,True,563,0.19201189154873466,0.0,1.0
2001_Rufin-Jean-Christophe_Rouge-Bresil,2001,0,just,2394.0,True,True,True,764,0.23414948277275094,0.0,1.0
2001_Vargas-Fred_Pars-vite-et-reviens-tard,2001,0,adamsberg,2726.0,True,True,True,563,0.28416841162842,0.0,1.0
2002_Daeninckx-Didier_Leurre-de-verite-et-autres-nouvelles,2002,0,simon,263.0,True,True,True,56,0.23279678691927874,0.3333333333333333,0.47407407407407404
2002_Vargas-Fred_Coule-la-Seine,2002,0,adamsberg,1240.0,True,True,True,270,0.33535114223494555,0.1111111111111111,1.0
2003_Echenoz-Jean_Au-Piano,2003,0,max,2249.0,True,True,True,520,0.37392310615167534,0.0,1.0
2003_Grange-Jean-Christophe_L-empire-des-loups,2003,1,paul,2270.0,True,False,True,299,0.16599675602112937,0.2222222222222222,0.8181818181818182
2004_Grange-Jean-Christophe_La-Ligne-noire,2004,0,marc,7873.0,True,True,True,998,0.2687209582234366,0.05555555555555555,1.0
2004_Rufin-Jean-Christophe_Globalia,2004,0,baïkal,2615.0,True,True,True,616,0.26255706633794546,0.0,1.0
2004_Volodine-Antoine_Bardo-or-not-Bardo,2004,1,schlumm,849.0,True,False,True,138,0.15237874166319187,0.5,0.6
2005_Musso-Guillaume_Sauve-moi,2005,0,sam,4284.0,True,True,True,777,0.31178068968556205,0.041666666666666664,1.0
2006_Daeninckx-Didier_Itineraire-d-un-salaud-ordinaire,2006,0,duprest,2298.0,True,True,True,286,0.2889130659961244,0.0,1.0
2006_Jouet-Jacques_L-amour-comme-on-l-apprend-a-l-Ecole-hoteliere,2006,1,romillat,3147.0,True,False,True,699,0.2153088971321306,0.0,1.0
2006_Lemaitre-Pierre_Travail-Soigne,2006,0,camille,4508.0,True,True,True,818,0.3538813379148926,0.0,1.0
2006_Vargas-Fred_Dans-les-bois-eternels,2006,0,adamsberg,3756.0,True,True,True,766,0.3033374107577776,0.0,1.0
2007_Volodine-Antoine_Songes-de-Mevlido,2007,0,mevlido,5760.0,True,True,True,885,0.3618040529666613,0.0,1.0
2008_Grange-Jean-Christophe_Miserere,2008,0,kasdan,5262.0,True,True,True,666,0.3161190678272068,0.0,1.0
2008_Musso-Guillaume_Je-reviens-te-chercher,2008,0,ethan,4883.0,True,True,True,897,0.3793978377309882,0.2222222222222222,1.0
2008_Vargas-Fred_Un-lieu-incertain,2008,0,adamsberg,3150.0,True,True,True,561,0.30767335703256693,0.0,1.0
2010_Claudel-Philippe_L-Enquete,2010,0,la foule,2652.0,True,True,True,216,0.4568286289827303,0.9444444444444444,1.0
